Block,Size,Plot,Species,ID,Area (cm2),Time 1,Dry Mass (g),SLA 1,Area (cm2),Time 2,Dry Mass (g),SLA 2,Area (cm2),Time 3,Dry Mass (g),SLA 3
4,2,4,Calystegia sepium,RW,7.16,12-Jun,0.015,477.3333333,5.14,15-Jul,0.0106,484.9056604,,12-Aug,,#DIV/0!
4,2,4,Coreopsis tripteris,ORW,16.72,12-Jun,0.149,112.2147651,8.21,15-Jul,0.0914,89.8249453,8.85,12-Aug,0.0884,100.1131222
4,2,4,Coreopsis tripteris,RW,20.35,12-Jun,0.137,148.540146,8.92,15-Jul,0.1022,87.27984344,9.27,12-Aug,0.0567,163.4920635
4,2,4,Coreopsis tripteris,OW,14.06,12-Jun,0.103,136.5048544,12.62,15-Jul,0.1212,104.1254125,16.26,12-Aug,0.1725,94.26086957
4,2,4,Festuca rubra,RRW,0.65,12-Jun,0.005,130,,15-Jul,,#DIV/0!,,12-Aug,,#DIV/0!
4,2,4,Festuca rubra,OW,0.72,12-Jun,0.001,720,,15-Jul,,#DIV/0!,,12-Aug,,#DIV/0!
4,2,4,Festuca rubra,RW,0.45,12-Jun,0.001,450,,15-Jul,,#DIV/0!,,12-Aug,,#DIV/0!
4,2,4,Galium aparine,O,0.06,12-Jun,0.001,60,,15-Jul,,#DIV/0!,,12-Aug,,#DIV/0!
4,2,4,Galium aparine,R,0.15,12-Jun,0.001,150,,15-Jul,,#DIV/0!,,12-Aug,,#DIV/0!
4,2,4,Galium aparine,OR,0.12,12-Jun,0.001,120,,15-Jul,,#DIV/0!,,12-Aug,,#DIV/0!
4,2,4,Medicago lupulina,O,0.36,12-Jun,0.001,360,0.88,15-Jul,0.0006,1466.666667,,12-Aug,,#DIV/0!
4,2,4,Medicago lupulina,RRW,0.64,12-Jun,0.001,640,,15-Jul,,#DIV/0!,,12-Aug,,#DIV/0!
4,2,4,Medicago lupulina,RW,0.21,12-Jun,0.001,210,,15-Jul,,#DIV/0!,,12-Aug,,#DIV/0!
4,2,4,Ratibida pinnata,OW,1.6,12-Jun,0.006,266.6666667,,15-Jul,,#DIV/0!,,12-Aug,,#DIV/0!
4,2,4,Ratibida pinnata,RW,3.44,12-Jun,0.02,172,,15-Jul,,#DIV/0!,,12-Aug,,#DIV/0!
4,2,4,Solidago canadensis,RR,8.09,12-Jun,0.043,188.1395349,6.62,15-Jul,0.0549,120.582878,5.4,12-Aug,0.0654,82.56880734
4,2,4,Solidago canadensis,RW,6.13,12-Jun,0.035,175.1428571,10.81,15-Jul,0.0512,211.1328125,8.09,12-Aug,0.0571,141.6812609
4,2,4,Solidago canadensis,OW,10.68,12-Jun,0.062,172.2580645,10.96,15-Jul,0.0743,147.5100942,8.16,12-Aug,0.0443,184.1986456
4,2,4,Solidago nemoralis,RR,12.7,12-Jun,0.086,147.6744186,1.88,15-Jul,0.0114,164.9122807,13.39,12-Aug,0.1188,112.7104377
4,2,4,Solidago nemoralis,RW,9.98,12-Jun,0.055,181.4545455,5.05,15-Jul,0.0322,156.8322981,8.42,12-Aug,0.0626,134.5047923
4,2,4,Solidago nemoralis,OW,9.42,12-Jun,0.053,177.7358491,6.67,15-Jul,0.0341,195.601173,5.62,12-Aug,0.042,133.8095238
4,2,4,Taraxacum officinale,RW,35.15,12-Jun,0.093,377.9569892,,15-Jul,,#DIV/0!,,12-Aug,,#DIV/0!
5,0.5,1,Festuca rubra,RW,0.33,12-Jun,0.007,47.14285714,,15-Jul,,#DIV/0!,,12-Aug,,#DIV/0!
5,0.5,1,Festuca rubra,OW,0.82,12-Jun,0.004,205,,15-Jul,,#DIV/0!,,12-Aug,,#DIV/0!
5,0.5,1,Festuca rubra,OR,0.4,12-Jun,0.001,400,,15-Jul,,#DIV/0!,,12-Aug,,#DIV/0!
5,0.5,1,Solidago canadensis,RW,8.51,12-Jun,0.049,173.6734694,8.32,15-Jul,0.0622,133.7620579,9.28,12-Aug,0.0656,141.4634146
5,0.5,1,Solidago canadensis,OW,11.04,12-Jun,0.05,220.8,8.66,15-Jul,0.0434,199.5391705,8.96,12-Aug,0.0565,158.5840708
5,0.5,1,Solidago canadensis,ORW,8.82,12-Jun,0.044,200.4545455,7.07,15-Jul,0.0205,344.8780488,5.07,12-Aug,0.017,298.2352941
5,0.5,1,Symphyotrichum ericoides,R,3.37,12-Jun,0.007,481.4285714,,15-Jul,,#DIV/0!,,12-Aug,,#DIV/0!
5,0.5,1,Veronica arvensis,RW,0.78,12-Jun,0.001,780,,15-Jul,,#DIV/0!,,12-Aug,,#DIV/0!
5,0.5,3,Bromus inermis,RW,11.51,12-Jun,0.053,217.1698113,15.64,15-Jul,0.049,319.1836735,,12-Aug,,#DIV/0!
5,0.5,3,Bromus inermis,ORW,12.15,12-Jun,0.064,189.84375,11.46,15-Jul,0.0488,234.8360656,6.12,12-Aug,0.0553,110.6690778
5,0.5,3,Bromus inermis,OW,25.15,12-Jun,0.131,191.9847328,18.01,15-Jul,0.0986,182.6572008,13.68,12-Aug,0.0966,141.6149068
5,0.5,3,Calystegia sepium,OR,7.91,12-Jun,0.019,416.3157895,11.67,15-Jul,0.0258,452.3255814,10.76,12-Aug,0.0349,308.3094556
5,0.5,3,Festuca rubra,RW,1.53,12-Jun,0.011,139.0909091,,15-Jul,,#DIV/0!,,12-Aug,,#DIV/0!
5,0.5,3,Festuca rubra,OW,0.91,12-Jun,0.001,910,,15-Jul,,#DIV/0!,,12-Aug,,#DIV/0!
5,0.5,3,Festuca rubra,RR,0.22,12-Jun,0.001,220,,15-Jul,,#DIV/0!,,12-Aug,,#DIV/0!
5,0.5,3,Solidago canadensis,OW,4.81,12-Jun,0.022,218.6363636,4.03,15-Jul,0.0152,265.1315789,7.47,12-Aug,0.0413,180.8716707
5,0.5,3,Solidago canadensis,ORW,19.15,12-Jun,0.096,199.4791667,28.27,15-Jul,0.2192,128.9689781,33.73,12-Aug,0.2572,131.1430793
5,0.5,3,Solidago canadensis,RW,12.19,12-Jun,0.042,290.2380952,13.37,15-Jul,0.0424,315.3301887,8.64,12-Aug,0.0324,266.6666667
5,0.5,3,Solidago rigida,R,4.85,12-Jun,0.024,202.0833333,16.12,15-Jul,0.0559,288.372093,,12-Aug,,#DIV/0!
5,0.5,3,Symphyotrichum novae-angliae,R,9.34,12-Jun,0.029,322.0689655,,15-Jul,,#DIV/0!,,12-Aug,,#DIV/0!
5,0.5,3,Taraxacum officinale,RW,11,12-Jun,0.059,186.440678,,15-Jul,,#DIV/0!,,12-Aug,,#DIV/0!
5,0.5,3,Taraxacum officinale,OW,28.81,12-Jun,0.072,400.1388889,50.19,15-Jul,0.1659,302.5316456,17.59,12-Aug,0.0628,280.0955414
5,0.5,3,Taraxacum officinale,RR,30.73,12-Jun,0.181,169.7790055,20.98,15-Jul,0.0598,350.8361204,17.3,12-Aug,0.0843,205.2194543
5,2,2,Boehmeria cylindrica,R,,,,#DIV/0!,10.3,,0.0401,256.8578554,,,,#DIV/0!
5,2,2,Bromus inermis,OR,12.77,12-Jun,0.055,232.1818182,10.79,15-Jul,0.0355,303.943662,14.52,12-Aug,0.0463,313.6069114
5,2,2,Bromus inermis,O,8.33,12-Jun,0.041,203.1707317,13.7,15-Jul,0.0543,252.3020258,,12-Aug,,#DIV/0!
5,2,2,Bromus inermis,RW,22.81,12-Jun,0.118,193.3050847,,15-Jul,,#DIV/0!,,12-Aug,,#DIV/0!
5,2,2,Calystegia sepium,RR,9.04,12-Jun,0.018,502.2222222,11.35,15-Jul,0.0278,408.2733813,10.37,12-Aug,0.0278,373.0215827
5,2,2,Calystegia sepium,O,2.43,12-Jun,0.001,2430,6.28,15-Jul,0.0193,325.388601,,12-Aug,,#DIV/0!
5,2,2,Calystegia sepium,RW,5.68,12-Jun,0.001,5680,,15-Jul,,#DIV/0!,,12-Aug,,#DIV/0!
5,2,2,Cirsium arvense,RW,9.93,12-Jun,0.043,230.9302326,,15-Jul,,#DIV/0!,,12-Aug,,#DIV/0!
5,2,2,Cirsium arvense,OR,10.02,12-Jun,0.027,371.1111111,3.75,15-Jul,0.0123,304.8780488,6.09,12-Aug,0.0217,280.6451613
5,2,2,Cirsium arvense,O,6.16,12-Jun,0.013,473.8461538,2.82,15-Jul,0.0049,575.5102041,,12-Aug,,#DIV/0!
5,2,2,Desmodium illinoense,RW,10.09,12-Jun,0.038,265.5263158,33.33,15-Jul,0.1325,251.5471698,41.21,12-Aug,0.2638,156.2168309
5,2,2,Festuca rubra,ORW,0.09,12-Jun,0.001,90,,15-Jul,,#DIV/0!,,12-Aug,,#DIV/0!
5,2,2,Festuca rubra,OW,0.54,12-Jun,0.001,540,,15-Jul,,#DIV/0!,,12-Aug,,#DIV/0!
5,2,2,Festuca rubra,R,0.99,12-Jun,0.001,990,,15-Jul,,#DIV/0!,,12-Aug,,#DIV/0!
5,2,2,Medicago lupulina,O,0.54,12-Jun,0.001,540,,15-Jul,,#DIV/0!,,12-Aug,,#DIV/0!
5,2,2,Medicago lupulina,RW,0.65,12-Jun,0.001,650,,15-Jul,,#DIV/0!,,12-Aug,,#DIV/0!
5,2,2,Monarda fistulosa,OR,3.58,12-Jun,0.009,397.7777778,6.24,15-Jul,0.0312,200,3.83,12-Aug,0.0086,445.3488372
5,2,2,Monarda fistulosa,RW,7.42,12-Jun,0.031,239.3548387,10.3,15-Jul,0.0586,175.7679181,5.82,12-Aug,0.0272,213.9705882
5,2,2,Oxalis stricta,RW,0.2,12-Jun,0.001,200,,15-Jul,,#DIV/0!,,12-Aug,,#DIV/0!
5,2,2,Oxalis stricta,OR,0.14,12-Jun,0.001,140,,15-Jul,,#DIV/0!,,12-Aug,,#DIV/0!
5,2,2,Scrophularia lanceolata,ORW,10.04,12-Jun,0.033,304.2424242,22.87,15-Jul,0.0543,421.1786372,28.65,12-Aug,0.1135,252.4229075
5,2,2,Scrophularia lanceolata,OW,12.81,12-Jun,0.055,232.9090909,9.52,15-Jul,0.0532,178.9473684,17.41,12-Aug,0.0843,206.5243179
5,2,2,Scrophularia lanceolata,RW,10.14,12-Jun,0.041,247.3170732,5.93,15-Jul,0.0264,224.6212121,14.37,12-Aug,0.0486,295.6790123
5,2,2,Solidago canadensis,OR,6.64,12-Jun,0.082,80.97560976,12.12,15-Jul,0.0906,133.7748344,19.2,12-Aug,0.1124,170.8185053
5,2,2,Solidago canadensis,RW,7.22,12-Jun,0.046,156.9565217,,15-Jul,,#DIV/0!,,12-Aug,,#DIV/0!
5,2,2,Solidago nemoralis,O,4.29,12-Jun,0.031,138.3870968,10.69,15-Jul,0.0562,190.2135231,9.92,12-Aug,0.059,168.1355932
5,2,2,Solidago nemoralis,OR,1.96,12-Jun,0.001,1960,8.52,15-Jul,0.069,123.4782609,12.84,12-Aug,0.108,118.8888889
5,2,2,Solidago nemoralis,ORW,6.53,12-Jun,0.036,181.3888889,11.67,15-Jul,0.0977,119.4472876,9.83,12-Aug,0.0756,130.026455
5,2,2,Symphyotrichum novae-angliae,OR,5.74,12-Jun,0.03,191.3333333,5.67,15-Jul,0.0151,375.4966887,3.76,12-Aug,0.0156,241.025641
5,2,2,Symphyotrichum novae-angliae,O,6.38,12-Jun,0.045,141.7777778,9.99,15-Jul,0.056,178.3928571,3.96,12-Aug,0.0211,187.6777251
5,2,4,Asclepias syriaca,OW,2.41,12-Jun,0.001,2410,10.21,15-Jul,0.0172,593.6046512,,12-Aug,,#DIV/0!
5,2,4,Asclepias syriaca,RW,18.28,12-Jun,0.038,481.0526316,21.93,15-Jul,0.0602,364.2857143,,12-Aug,,#DIV/0!
5,2,4,Berteroa incana,OW,3.52,12-Jun,0.001,3520,4.5,15-Jul,0.0089,505.6179775,,12-Aug,,#DIV/0!
5,2,4,Berteroa incana,RW,0.83,12-Jun,0.001,830,3.55,15-Jul,0.0049,724.4897959,,12-Aug,,#DIV/0!
5,2,4,Berteroa incana,ORW,5.19,12-Jun,0.016,324.375,,15-Jul,,#DIV/0!,,12-Aug,,#DIV/0!
5,2,4,Bromus inermis,ORW,23.68,12-Jun,0.121,195.7024793,11.35,15-Jul,0.0626,181.3099042,22.58,12-Aug,0.1346,167.756315
5,2,4,Bromus inermis,OW,39.78,12-Jun,0.2,198.9,29.13,15-Jul,0.1601,181.948782,17.52,12-Aug,0.1815,96.52892562
5,2,4,Bromus inermis,RW,27.43,12-Jun,0.104,263.75,23.36,15-Jul,0.16,146,,12-Aug,,#DIV/0!
5,2,4,Calystegia sepium,O,5.05,12-Jun,0.012,420.8333333,9.62,15-Jul,0.0145,663.4482759,,12-Aug,,#DIV/0!
5,2,4,Calystegia sepium,OR,4.33,12-Jun,0.009,481.1111111,12,15-Jul,0.0192,625,7.67,12-Aug,0.0203,377.8325123
5,2,4,Calystegia sepium,ORW,4.66,12-Jun,0.01,466,8.2,15-Jul,0.0153,535.9477124,4.6,12-Aug,0.0094,489.3617021
5,2,4,Euthamia graminifolia,OR,3.66,12-Jun,0.018,203.3333333,5.21,15-Jul,0.0332,156.9277108,2,12-Aug,0.0101,198.019802
5,2,4,Euthamia graminifolia,OW,3.64,12-Jun,0.017,214.1176471,6.75,15-Jul,0.0474,142.4050633,2.77,12-Aug,0.0234,118.3760684
5,2,4,Euthamia graminifolia,RW,4.01,12-Jun,0.022,182.2727273,4.5,15-Jul,0.0278,161.8705036,0.94,12-Aug,0.0065,144.6153846
5,2,4,Festuca rubra,OR,0.42,12-Jun,0.009,46.66666667,,15-Jul,,#DIV/0!,,12-Aug,,#DIV/0!
5,2,4,Festuca rubra,OW,0.32,12-Jun,0.001,320,,15-Jul,,#DIV/0!,,12-Aug,,#DIV/0!
5,2,4,Festuca rubra,RW,0.09,12-Jun,0.001,90,,15-Jul,,#DIV/0!,,12-Aug,,#DIV/0!
5,2,4,Galium aparine,ORW,0.21,12-Jun,0.001,210,,15-Jul,,#DIV/0!,,12-Aug,,#DIV/0!
5,2,4,Galium aparine,O,0.18,12-Jun,0.001,180,,15-Jul,,#DIV/0!,,12-Aug,,#DIV/0!
5,2,4,Galium aparine,R,0.21,12-Jun,0.001,210,,15-Jul,,#DIV/0!,,12-Aug,,#DIV/0!
5,2,4,Medicago lupulina,ORW,0.93,12-Jun,0.001,930,1.69,15-Jul,0.0025,676,,12-Aug,,#DIV/0!
5,2,4,Medicago lupulina,OW,0.37,12-Jun,0.001,370,,15-Jul,,#DIV/0!,,12-Aug,,#DIV/0!
5,2,4,Medicago lupulina,RW,0.53,12-Jun,0.001,530,,15-Jul,,#DIV/0!,,12-Aug,,#DIV/0!
5,2,4,Monarda fistulosa,OW,5.77,12-Jun,0.015,384.6666667,7.4,15-Jul,0.0125,592,,12-Aug,,#DIV/0!
5,2,4,Monarda fistulosa,ORW,8.84,12-Jun,0.027,327.4074074,4.98,15-Jul,0.0114,436.8421053,,12-Aug,,#DIV/0!
5,2,4,Oxalis stricta,OW,0.22,12-Jun,0.001,220,0.18,15-Jul,0.001,180,,12-Aug,,#DIV/0!
5,2,4,Oxalis stricta,RW,0.15,12-Jun,0.001,150,,15-Jul,,#DIV/0!,,12-Aug,,#DIV/0!
5,2,4,Ratibida pinnata,R,18.64,12-Jun,0.049,380.4081633,25.76,15-Jul,0.0887,290.4171364,,12-Aug,,#DIV/0!
5,2,4,Ratibida pinnata,OR,3.33,12-Jun,0.014,237.8571429,6.68,15-Jul,0.0256,260.9375,,12-Aug,,#DIV/0!
5,2,4,Ratibida pinnata,OW,8.42,12-Jun,0.029,290.3448276,33.25,15-Jul,0.0918,362.2004357,10,12-Aug,0.1012,98.81422925
5,2,4,Solidago canadensis,ORW,5.86,12-Jun,0.021,279.047619,,15-Jul,,#DIV/0!,,12-Aug,,#DIV/0!
5,2,4,Solidago canadensis,OW,6.27,12-Jun,0.032,195.9375,6.6,15-Jul,0.0199,331.6582915,5.78,12-Aug,0.0181,319.3370166
5,2,4,Solidago canadensis,RW,11.5,12-Jun,0.065,176.9230769,10.75,15-Jul,0.0688,156.25,22.36,12-Aug,0.1571,142.3297263
5,2,4,Solidago nemoralis,O,11.03,12-Jun,0.069,159.8550725,11.62,15-Jul,0.0983,118.2095626,4.74,12-Aug,0.0368,128.8043478
5,2,4,Solidago nemoralis,ORW,14.47,12-Jun,0.078,185.5128205,1.82,15-Jul,0.0107,170.0934579,1.5,12-Aug,0.0119,126.0504202
5,2,4,Solidago nemoralis,RW,7.23,12-Jun,0.04,180.75,4.39,15-Jul,0.0234,187.6068376,11.83,12-Aug,0.064,184.84375
5,2,4,Symphyotrichum ericoides,ORW,2.92,12-Jun,0.011,265.4545455,14.57,15-Jul,0.0432,337.2685185,4.2,12-Aug,0.0283,148.409894
5,2,4,Symphyotrichum ericoides,OW,12.22,12-Jun,0.056,218.2142857,10.86,15-Jul,0.0501,216.7664671,1.99,12-Aug,0.0105,189.5238095
5,2,4,Symphyotrichum ericoides,RW,9.76,12-Jun,0.051,191.372549,2.22,15-Jul,0.0065,341.5384615,1.27,12-Aug,0.0146,86.98630137
5,2,4,Symphyotrichum novae-angliae,OR,10.37,12-Jun,0.053,195.6603774,3.14,15-Jul,0.0157,200,4.88,12-Aug,0.0216,225.9259259
5,2,4,Symphyotrichum novae-angliae,ORW,11.98,12-Jun,0.066,181.5151515,5.68,15-Jul,0.0333,170.5705706,1.59,12-Aug,0.0091,174.7252747
5,2,4,Symphyotrichum novae-angliae,OW,11.14,12-Jun,0.061,182.6229508,7.81,15-Jul,0.0421,185.5106888,12.35,12-Aug,0.0583,211.8353345
5,2,4,Taraxacum officinale,ORW,24.94,12-Jun,0.066,377.8787879,16.18,15-Jul,0.0337,480.1186944,2.98,12-Aug,0.0096,310.4166667
5,2,4,Taraxacum officinale,OW,7.35,12-Jun,0.014,525,,15-Jul,,#DIV/0!,,12-Aug,,#DIV/0!
5,2,4,Taraxacum officinale,RW,7.2,12-Jun,0.001,7200,80.07,15-Jul,0.2038,392.8851816,0.39,12-Aug,0.002,195
5,2,4,Thin grass,OR,5.72,12-Jun,0.021,272.3809524,2.96,15-Jul,0.0096,308.3333333,,12-Aug,,#DIV/0!
5,2,4,Thin grass,O,1.41,12-Jun,0.001,1410,2.02,15-Jul,0.0101,200,,12-Aug,,#DIV/0!
5,2,4,Thin grass,RW,2.32,12-Jun,0.01,232,3.55,15-Jul,0.0187,189.8395722,,12-Aug,,#DIV/0!
5,2,4,Veronica arvensis,OR,0.47,12-Jun,0.001,470,,15-Jul,,#DIV/0!,,12-Aug,,#DIV/0!
5,2,4,Veronica arvensis,OW,0.79,12-Jun,0.001,790,,15-Jul,,#DIV/0!,,12-Aug,,#DIV/0!
5,2,4,Veronica arvensis,RW,0.62,12-Jun,0.001,620,,15-Jul,,#DIV/0!,,12-Aug,,#DIV/0!
6,0.5,1,Calystegia sepium,RW,3.95,12-Jun,0.001,3950,4.42,15-Jul,0.007,631.4285714,3.53,12-Aug,0.0074,477.027027
6,0.5,1,Desmodium illinoense,R,8.53,12-Jun,0.008,1066.25,13.36,15-Jul,0.019,703.1578947,19.58,12-Aug,0.0399,490.726817
6,0.5,1,Galium aparine,BW,1.05,12-Jun,0.001,1050,,15-Jul,,#DIV/0!,,12-Aug,,#DIV/0!
6,0.5,1,Galium aparine,RW,0.27,12-Jun,0.001,270,,15-Jul,,#DIV/0!,,12-Aug,,#DIV/0!
6,0.5,1,Solidago canadensis,BRW,7.04,12-Jun,0.032,220,6.02,15-Jul,0.024,250.8333333,8.55,12-Aug,0.0388,220.3608247
6,0.5,1,Solidago canadensis,BW,7.13,12-Jun,0.042,169.7619048,5.79,15-Jul,0.042,137.8571429,7.48,12-Aug,0.0648,115.4320988
6,0.5,1,Solidago canadensis,RW,8.9,12-Jun,0.05,178,13.47,15-Jul,0.061,220.8196721,11.39,12-Aug,0.0799,142.5531915
6,0.5,3,Bromus inermis,BRW,7.32,12-Jun,0.03,244,,15-Jul,,#DIV/0!,,12-Aug,,#DIV/0!
6,0.5,3,Bromus inermis,RW,8.38,12-Jun,0.054,155.1851852,13.61,15-Jul,0.062,219.516129,7.19,12-Aug,0.0898,80.06681514
6,0.5,3,Bromus inermis,BW,5.86,12-Jun,0.02,293,5.31,15-Jul,0.025,212.4,3.8,12-Aug,0.0213,178.4037559
6,0.5,3,Monarda fistulosa,BRW,7.95,12-Jun,0.022,361.3636364,2.49,15-Jul,0.006,415,7.35,12-Aug,0.0303,242.5742574
6,0.5,3,Monarda fistulosa,BW,13.03,12-Jun,0.061,213.6065574,13.88,15-Jul,0.071,195.4929577,3.76,12-Aug,0.0166,226.5060241
6,0.5,3,Monarda fistulosa,RW,15.05,12-Jun,0.077,195.4545455,18.85,15-Jul,0.118,159.7457627,7.74,12-Aug,0.0483,160.2484472
6,0.5,3,Silene latifolia,B,18.1,12-Jun,0.032,565.625,1.66,15-Jul,0.053,31.32075472,6.08,12-Aug,0.0191,318.3246073
6,0.5,3,Solidago canadensis,BRW,8.67,12-Jun,0.043,201.627907,4.65,15-Jul,0.024,193.75,13.46,12-Aug,0.0912,147.5877193
6,0.5,3,Solidago canadensis,RW,13.5,12-Jun,0.067,201.4925373,8.47,15-Jul,0.058,146.0344828,,12-Aug,,#DIV/0!
6,0.5,3,Solidago canadensis,BW,10,12-Jun,0.058,172.4137931,7.38,15-Jul,0.049,150.6122449,4.59,12-Aug,0.0296,155.0675676
6,0.5,3,Taraxacum officinale,RW,37.11,12-Jun,0.11,337.3636364,24.43,15-Jul,0.083,294.3373494,16.17,12-Aug,0.0498,324.6987952
6,2,2,Alliaria petiolata,BRW,5.57,12-Jun,0.02,278.5,,15-Jul,,#DIV/0!,,12-Aug,,#DIV/0!
6,2,2,Alliaria petiolata,BW,5.38,12-Jun,0.019,283.1578947,8.66,15-Jul,0.014,618.5714286,,12-Aug,,#DIV/0!
6,2,2,Alliaria petiolata,RW,7.9,12-Jun,0.024,329.1666667,12.02,15-Jul,,#DIV/0!,2.18,12-Aug,0.0053,411.3207547
6,2,2,Festuca rubra,BR,1.36,12-Jun,0.001,1360,2.03,15-Jul,,#DIV/0!,,12-Aug,,#DIV/0!
6,2,2,Festuca rubra,BW,0.5,12-Jun,0.001,500,0.87,15-Jul,0.013,66.92307692,3.9,12-Aug,0.0436,89.44954128
6,2,2,Festuca rubra,RW,0.45,12-Jun,0.001,450,,15-Jul,,#DIV/0!,,12-Aug,,#DIV/0!
6,2,2,Monarda fistulosa,BR,16.6,12-Jun,0.089,186.5168539,6.92,15-Jul,0.011,629.0909091,8.65,12-Aug,0.0353,245.0424929
6,2,2,Ratibida pinnata,BW,5.23,12-Jun,0.026,201.1538462,42.31,15-Jul,0.197,214.7715736,33.35,12-Aug,0.306,108.9869281
6,2,2,Ratibida pinnata,RW,13.16,12-Jun,0.06,219.3333333,13.04,15-Jul,0.071,183.6619718,13.7,12-Aug,0.1451,94.417643
6,2,2,Ratibida pinnata,B,5.12,12-Jun,0.019,269.4736842,11.73,15-Jul,0.038,308.6842105,9.59,12-Aug,0.0565,169.7345133
6,2,2,Solidago canadensis,BRW,11.42,12-Jun,0.08,142.75,9.44,15-Jul,0.078,121.025641,18.89,12-Aug,0.131,144.1984733
6,2,2,Solidago canadensis,BW,13.49,12-Jun,0.074,182.2972973,15.9,15-Jul,0.108,147.2222222,20.48,12-Aug,0.1258,162.7980922
6,2,2,Solidago canadensis,RW,12.84,12-Jun,0.085,151.0588235,4.7,15-Jul,0.022,213.6363636,16.58,12-Aug,0.0935,177.3262032
6,2,2,Symphyotrichum novae-angliae,BW,9.49,12-Jun,0.045,210.8888889,8.41,15-Jul,0.01,841,7.99,12-Aug,0.0136,587.5
6,2,2,Symphyotrichum novae-angliae,RW,11.8,12-Jun,0.055,214.5454545,7.25,15-Jul,0.01,725,8.83,12-Aug,0.0196,450.5102041
6,2,2,Symphyotrichum novae-angliae,R,3.02,12-Jun,0.013,232.3076923,8.82,15-Jul,,#DIV/0!,8.58,12-Aug,0.0258,332.5581395
6,2,2,Taraxacum officinale,BR,52.15,12-Jun,0.188,277.393617,40.96,15-Jul,0.171,239.5321637,92.4,12-Aug,0.4094,225.6961407
6,2,2,Taraxacum officinale,R,1.67,12-Jun,0.001,1670,0.53,15-Jul,,#DIV/0!,,12-Aug,,#DIV/0!
6,2,2,Taraxacum officinale,BW,2.65,12-Jun,0.001,2650,10.07,15-Jul,0.016,629.375,,12-Aug,,#DIV/0!
6,2,2,Veronica arvensis,BRW,0.49,12-Jun,0.001,490,0.46,15-Jul,0.001,460,,12-Aug,,#DIV/0!
6,2,2,Veronica arvensis,B,0.11,12-Jun,0.001,110,,15-Jul,,#DIV/0!,,12-Aug,,#DIV/0!
6,2,2,Veronica arvensis,BW,0.28,12-Jun,0.001,280,0.13,15-Jul,0.001,130,,12-Aug,,#DIV/0!
6,2,4,Euthamia graminifolia,BR,6.8,12-Jun,0.043,158.1395349,,15-Jul,,#DIV/0!,,12-Aug,,#DIV/0!
6,2,4,Euthamia graminifolia,BW,2.8,12-Jun,0.015,186.6666667,1.72,15-Jul,0.0107,160.7476636,6.49,12-Aug,0.0448,144.8660714
6,2,4,Euthamia graminifolia,RW,2.35,12-Jun,0.016,146.875,,15-Jul,,#DIV/0!,,12-Aug,,#DIV/0!
6,2,4,Festuca rubra,BR,0.98,12-Jun,0.001,980,,15-Jul,,#DIV/0!,,12-Aug,,#DIV/0!
6,2,4,Festuca rubra,BW,0.69,12-Jun,0.001,690,,15-Jul,,#DIV/0!,,12-Aug,,#DIV/0!
6,2,4,Festuca rubra,RW,0.73,12-Jun,0.001,730,,15-Jul,,#DIV/0!,,12-Aug,,#DIV/0!
6,2,4,Galium aparine,B,0.34,12-Jun,0.001,340,,15-Jul,,#DIV/0!,,12-Aug,,#DIV/0!
6,2,4,Galium aparine,BR,0.68,12-Jun,0.001,680,,15-Jul,,#DIV/0!,,12-Aug,,#DIV/0!
6,2,4,Galium aparine,RW,0.52,12-Jun,0.001,520,,15-Jul,,#DIV/0!,,12-Aug,,#DIV/0!
6,2,4,Monarda fistulosa,BR,2.2,12-Jun,0.001,2200,,15-Jul,,#DIV/0!,,12-Aug,,#DIV/0!
6,2,4,Monarda fistulosa,BRW,12.3,12-Jun,0.057,215.7894737,1.79,15-Jul,0.0031,577.4193548,,12-Aug,,#DIV/0!
6,2,4,Monarda fistulosa,BW,8.16,12-Jun,0.048,170,4.74,15-Jul,0.0215,220.4651163,4.86,12-Aug,0.025,194.4
6,2,4,Silene latifolia,B,20.83,12-Jun,0.067,310.8955224,2.93,15-Jul,0.0062,472.5806452,,12-Aug,,#DIV/0!
6,2,4,Silene latifolia,BR,5.43,12-Jun,0.023,236.0869565,4.91,15-Jul,0.012,409.1666667,,12-Aug,,#DIV/0!
6,2,4,Silene latifolia,BW,21.4,12-Jun,0.067,319.4029851,2.49,15-Jul,0.0068,366.1764706,6.28,12-Aug,0.0101,621.7821782
6,2,4,Solidago canadensis,B,7.86,12-Jun,0.042,187.1428571,5.68,15-Jul,0.0576,98.61111111,14.91,12-Aug,0.0802,185.9102244
6,2,4,Solidago canadensis,RW,8.57,12-Jun,0.041,209.0243902,,15-Jul,,#DIV/0!,,12-Aug,,#DIV/0!
6,2,4,Solidago nemoralis,BR,11.75,12-Jun,0.07,167.8571429,2.39,15-Jul,0.0129,185.2713178,19.3,12-Aug,0.1294,149.1499227
6,2,4,Symphyotrichum novae-angliae,R,6.65,12-Jun,0.032,207.8125,13.65,15-Jul,0.0446,306.0538117,13.04,12-Aug,0.044,296.3636364
6,2,4,Symphyotrichum novae-angliae,B,7.63,12-Jun,0.035,218,10.61,15-Jul,0.0438,242.2374429,13.79,12-Aug,0.047,293.4042553
6,2,4,Symphyotrichum novae-angliae,BR,5.58,12-Jun,0.017,328.2352941,1.73,15-Jul,0.0027,640.7407407,2.32,12-Aug,0.0033,703.030303
